id,value
Isle of Man TT 2004 Review.1513144.Isle of Man TT 2004 Review,174.20700826655732
Isle of Man TT 2004 Review.554875.Isle of Man TT 2004 Review,231.50702096653905
Isle of Man TT 2004 Review.2480084.Isle of Man TT 2004 Review,338.5539222537141
Isle of Man TT 2004 Review.1794216.Isle of Man TT 2004 Review,352.08236851716464
Isle of Man TT 2004 Review.2187374.Isle of Man TT 2004 Review,359.9254682009086
Isle of Man TT 2004 Review.2503129.Isle of Man TT 2004 Review,456.7873207059237
Isle of Man TT 2004 Review.263315.Isle of Man TT 2004 Review,289.38339718051395
Isle of Man TT 2004 Review.1734805.Isle of Man TT 2004 Review,420.1041409403949
Isle of Man TT 2004 Review.205706.Isle of Man TT 2004 Review,365.4396687887937
Isle of Man TT 2004 Review.887273.Isle of Man TT 2004 Review,273.97139515308976
Isle of Man TT 2004 Review.1294425.Isle of Man TT 2004 Review,390.496016732135
Isle of Man TT 2004 Review.693789.Isle of Man TT 2004 Review,360.11515416587065
Isle of Man TT 2004 Review.1508073.Isle of Man TT 2004 Review,262.81388475496857
Isle of Man TT 2004 Review.1371016.Isle of Man TT 2004 Review,300.16787373155626
Isle of Man TT 2004 Review.1296163.Isle of Man TT 2004 Review,376.44511435766316
Isle of Man TT 2004 Review.1075579.Isle of Man TT 2004 Review,286.51002309294626
Isle of Man TT 2004 Review.973356.Isle of Man TT 2004 Review,284.96711528235437
Isle of Man TT 2004 Review.1170033.Isle of Man TT 2004 Review,131.1967587344833
Isle of Man TT 2004 Review.2209675.Isle of Man TT 2004 Review,234.74131132639187
Isle of Man TT 2004 Review.326587.Isle of Man TT 2004 Review,333.31002151973064
Isle of Man TT 2004 Review.1512138.Isle of Man TT 2004 Review,453.65253610590173
Isle of Man TT 2004 Review.989704.Isle of Man TT 2004 Review,92.71047820154583
Isle of Man TT 2004 Review.1129423.Isle of Man TT 2004 Review,295.0295927071592
Isle of Man TT 2004 Review.1744889.Isle of Man TT 2004 Review,327.65486751549656
Isle of Man TT 2004 Review.543981.Isle of Man TT 2004 Review,247.32019068040137
Isle of Man TT 2004 Review.2360117.Isle of Man TT 2004 Review,253.6770934031512
Isle of Man TT 2004 Review.829326.Isle of Man TT 2004 Review,348.6521769685807
Isle of Man TT 2004 Review.2433426.Isle of Man TT 2004 Review,415.7061275154738
Isle of Man TT 2004 Review.395100.Isle of Man TT 2004 Review,345.19139617648347
Isle of Man TT 2004 Review.2336678.Isle of Man TT 2004 Review,337.3783640794349
Isle of Man TT 2004 Review.2422606.Isle of Man TT 2004 Review,310.22773417417244
Isle of Man TT 2004 Review.1567328.Isle of Man TT 2004 Review,281.69825259018705
Isle of Man TT 2004 Review.2091010.Isle of Man TT 2004 Review,262.2132177248304
Isle of Man TT 2004 Review.2537219.Isle of Man TT 2004 Review,319.7862440371796
Isle of Man TT 2004 Review.1392773.Isle of Man TT 2004 Review,304.26620151519575
Isle of Man TT 2004 Review.1697479.Isle of Man TT 2004 Review,294.31794981603747
Isle of Man TT 2004 Review.1990901.Isle of Man TT 2004 Review,333.06842651820324
Isle of Man TT 2004 Review.1712147.Isle of Man TT 2004 Review,288.46469682329365
Isle of Man TT 2004 Review.14690.Isle of Man TT 2004 Review,268.5937927303747
Isle of Man TT 2004 Review.2415594.Isle of Man TT 2004 Review,319.7489479810339
Isle of Man TT 2004 Review.2173336.Isle of Man TT 2004 Review,384.44117410853977
Isle of Man TT 2004 Review.2473170.Isle of Man TT 2004 Review,422.05253967775525
Isle of Man TT 2004 Review.900816.Isle of Man TT 2004 Review,264.0308175612011
Isle of Man TT 2004 Review.1331887.Isle of Man TT 2004 Review,229.67777589747325
Isle of Man TT 2004 Review.566690.Isle of Man TT 2004 Review,487.7732058673029
Isle of Man TT 2004 Review.1623132.Isle of Man TT 2004 Review,374.9434824295242
Isle of Man TT 2004 Review.889439.Isle of Man TT 2004 Review,295.40487123367495
Isle of Man TT 2004 Review.1228922.Isle of Man TT 2004 Review,392.2853423774978
Isle of Man TT 2004 Review.122601.Isle of Man TT 2004 Review,383.4643511845902
Isle of Man TT 2004 Review.1623180.Isle of Man TT 2004 Review,487.0995664117758
Isle of Man TT 2004 Review.282486.Isle of Man TT 2004 Review,235.36491319169613
Isle of Man TT 2004 Review.1987434.Isle of Man TT 2004 Review,439.09840813789697
Isle of Man TT 2004 Review.1788036.Isle of Man TT 2004 Review,403.72125102253705
Isle of Man TT 2004 Review.259985.Isle of Man TT 2004 Review,96.80296922074191
Isle of Man TT 2004 Review.756049.Isle of Man TT 2004 Review,223.12697090307313
Isle of Man TT 2004 Review.1443524.Isle of Man TT 2004 Review,353.0619520769968
Isle of Man TT 2004 Review.1319997.Isle of Man TT 2004 Review,480.0147347257441
Isle of Man TT 2004 Review.1483986.Isle of Man TT 2004 Review,460.8587116827607
Isle of Man TT 2004 Review.1992227.Isle of Man TT 2004 Review,102.13772809169399
Isle of Man TT 2004 Review.41412.Isle of Man TT 2004 Review,355.27533950658767
Isle of Man TT 2004 Review.1033971.Isle of Man TT 2004 Review,533.8065628441702
Isle of Man TT 2004 Review.724592.Isle of Man TT 2004 Review,521.7215040562384
Isle of Man TT 2004 Review.844736.Isle of Man TT 2004 Review,300.4031905690701
Isle of Man TT 2004 Review.2429465.Isle of Man TT 2004 Review,75.27862793323213
Isle of Man TT 2004 Review.1420990.Isle of Man TT 2004 Review,131.2430258039597
Isle of Man TT 2004 Review.273292.Isle of Man TT 2004 Review,240.2574452615886
Isle of Man TT 2004 Review.2387785.Isle of Man TT 2004 Review,332.92817559348754
Isle of Man TT 2004 Review.950515.Isle of Man TT 2004 Review,337.5492338631678
Isle of Man TT 2004 Review.2503691.Isle of Man TT 2004 Review,261.4350339050538
Isle of Man TT 2004 Review.1329182.Isle of Man TT 2004 Review,239.44555618192766
Isle of Man TT 2004 Review.62996.Isle of Man TT 2004 Review,132.86611778650075
Isle of Man TT 2004 Review.1181550.Isle of Man TT 2004 Review,272.51587330313953
Isle of Man TT 2004 Review.1436762.Isle of Man TT 2004 Review,406.62914607771216
Isle of Man TT 2004 Review.1608985.Isle of Man TT 2004 Review,330.50981576905514
Isle of Man TT 2004 Review.2298339.Isle of Man TT 2004 Review,297.49870053034243
Isle of Man TT 2004 Review.305151.Isle of Man TT 2004 Review,369.82789401579083
Isle of Man TT 2004 Review.497196.Isle of Man TT 2004 Review,338.928829770834
Isle of Man TT 2004 Review.2327803.Isle of Man TT 2004 Review,139.96419030436599
Isle of Man TT 2004 Review.716091.Isle of Man TT 2004 Review,252.10037277682713
Isle of Man TT 2004 Review.1468812.Isle of Man TT 2004 Review,423.3641031532036
Isle of Man TT 2004 Review.1174530.Isle of Man TT 2004 Review,707.4500722867824
Isle of Man TT 2004 Review.306466.Isle of Man TT 2004 Review,386.1610229278452
Isle of Man TT 2004 Review.449288.Isle of Man TT 2004 Review,197.34238272751054
Isle of Man TT 2004 Review.1527030.Isle of Man TT 2004 Review,214.36629600355067
Isle of Man TT 2004 Review.2439005.Isle of Man TT 2004 Review,314.57576369652713
Isle of Man TT 2004 Review.132390.Isle of Man TT 2004 Review,289.99338578377933
Isle of Man TT 2004 Review.1732628.Isle of Man TT 2004 Review,415.1510835830145
Isle of Man TT 2004 Review.1053359.Isle of Man TT 2004 Review,341.2550661965107
Isle of Man TT 2004 Review.1657359.Isle of Man TT 2004 Review,326.5729919882971
Isle of Man TT 2004 Review.247794.Isle of Man TT 2004 Review,339.13218070120894
Isle of Man TT 2004 Review.2039337.Isle of Man TT 2004 Review,229.48225287437555
Isle of Man TT 2004 Review.2285616.Isle of Man TT 2004 Review,294.0233001174699
Isle of Man TT 2004 Review.428170.Isle of Man TT 2004 Review,230.15685818643502
Isle of Man TT 2004 Review.358544.Isle of Man TT 2004 Review,380.215932049623
Isle of Man TT 2004 Review.1402412.Isle of Man TT 2004 Review,303.50559663544664
Isle of Man TT 2004 Review.899232.Isle of Man TT 2004 Review,316.60572230753803
Isle of Man TT 2004 Review.1907667.Isle of Man TT 2004 Review,440.1839299827649
Isle of Man TT 2004 Review.764750.Isle of Man TT 2004 Review,619.315942183028
Isle of Man TT 2004 Review.758691.Isle of Man TT 2004 Review,212.38696673889504
Isle of Man TT 2004 Review.1306185.Isle of Man TT 2004 Review,396.207652190865
Isle of Man TT 2004 Review.2414930.Isle of Man TT 2004 Review,135.0172176921326
Isle of Man TT 2004 Review.160650.Isle of Man TT 2004 Review,268.21492986099076
Isle of Man TT 2004 Review.2423875.Isle of Man TT 2004 Review,192.6568880273225
Isle of Man TT 2004 Review.1481271.Isle of Man TT 2004 Review,348.01703620812896
Isle of Man TT 2004 Review.2482233.Isle of Man TT 2004 Review,365.9866058115971
Isle of Man TT 2004 Review.2618229.Isle of Man TT 2004 Review,432.05662439261323
Isle of Man TT 2004 Review.2467008.Isle of Man TT 2004 Review,280.18255308889064
Isle of Man TT 2004 Review.1401310.Isle of Man TT 2004 Review,516.9315071594573
Isle of Man TT 2004 Review.1279874.Isle of Man TT 2004 Review,441.2311346550693
Isle of Man TT 2004 Review.1513370.Isle of Man TT 2004 Review,431.7547183532279
Isle of Man TT 2004 Review.2517152.Isle of Man TT 2004 Review,281.8721455106685
Isle of Man TT 2004 Review.2312349.Isle of Man TT 2004 Review,241.17598806306066
Isle of Man TT 2004 Review.1224344.Isle of Man TT 2004 Review,119.71956475735762
Isle of Man TT 2004 Review.1234158.Isle of Man TT 2004 Review,224.01018190504428
Isle of Man TT 2004 Review.635363.Isle of Man TT 2004 Review,459.26724640855514
Isle of Man TT 2004 Review.950827.Isle of Man TT 2004 Review,276.8255888920024
Isle of Man TT 2004 Review.834184.Isle of Man TT 2004 Review,274.24266255346595
Isle of Man TT 2004 Review.1079762.Isle of Man TT 2004 Review,334.9067962168702
Isle of Man TT 2004 Review.656399.Isle of Man TT 2004 Review,289.1101364074009
Isle of Man TT 2004 Review.2241806.Isle of Man TT 2004 Review,331.3881498278795
Isle of Man TT 2004 Review.1058950.Isle of Man TT 2004 Review,318.782100511673
Isle of Man TT 2004 Review.166830.Isle of Man TT 2004 Review,102.72341766152321
Isle of Man TT 2004 Review.68845.Isle of Man TT 2004 Review,107.20471586943181
Isle of Man TT 2004 Review.408459.Isle of Man TT 2004 Review,514.6535915841597
Isle of Man TT 2004 Review.1869632.Isle of Man TT 2004 Review,240.1106659556938
Isle of Man TT 2004 Review.2309150.Isle of Man TT 2004 Review,243.8413236837132
Isle of Man TT 2004 Review.1261894.Isle of Man TT 2004 Review,235.6713027624652
Isle of Man TT 2004 Review.546578.Isle of Man TT 2004 Review,222.3708124080992
Isle of Man TT 2004 Review.2028934.Isle of Man TT 2004 Review,280.0084100338142
Isle of Man TT 2004 Review.310856.Isle of Man TT 2004 Review,203.9703395402621
Isle of Man TT 2004 Review.2571254.Isle of Man TT 2004 Review,436.8714040295294
Isle of Man TT 2004 Review.2431286.Isle of Man TT 2004 Review,331.9275745010893
Isle of Man TT 2004 Review.1081716.Isle of Man TT 2004 Review,395.4489372784899
Isle of Man TT 2004 Review.1688444.Isle of Man TT 2004 Review,358.0589058418684
Isle of Man TT 2004 Review.973736.Isle of Man TT 2004 Review,265.3122792051834
Isle of Man TT 2004 Review.1602923.Isle of Man TT 2004 Review,99.06221745385673
Isle of Man TT 2004 Review.846887.Isle of Man TT 2004 Review,83.96004131187141
Isle of Man TT 2004 Review.780936.Isle of Man TT 2004 Review,284.28944146892013
Isle of Man TT 2004 Review.745867.Isle of Man TT 2004 Review,413.52798010714145
Isle of Man TT 2004 Review.2003092.Isle of Man TT 2004 Review,499.3807665417917
Isle of Man TT 2004 Review.907840.Isle of Man TT 2004 Review,648.7625896120974
Isle of Man TT 2004 Review.2519847.Isle of Man TT 2004 Review,188.62226988694428
Isle of Man TT 2004 Review.23244.Isle of Man TT 2004 Review,391.8758451410015
Isle of Man TT 2004 Review.640910.Isle of Man TT 2004 Review,377.4229380974493
Isle of Man TT 2004 Review.853261.Isle of Man TT 2004 Review,352.09745405782127
Isle of Man TT 2004 Review.1910881.Isle of Man TT 2004 Review,249.98306251238535
Isle of Man TT 2004 Review.1127292.Isle of Man TT 2004 Review,338.9825601208004
Isle of Man TT 2004 Review.327122.Isle of Man TT 2004 Review,337.5941124316773
Isle of Man TT 2004 Review.2557615.Isle of Man TT 2004 Review,297.5968480414508
Isle of Man TT 2004 Review.1120091.Isle of Man TT 2004 Review,300.952248689183
Isle of Man TT 2004 Review.1093275.Isle of Man TT 2004 Review,301.2761437134475
Isle of Man TT 2004 Review.69867.Isle of Man TT 2004 Review,111.88334387429597
Isle of Man TT 2004 Review.1943087.Isle of Man TT 2004 Review,257.6644707709739
Isle of Man TT 2004 Review.1265764.Isle of Man TT 2004 Review,106.64816340893981
Isle of Man TT 2004 Review.2164355.Isle of Man TT 2004 Review,315.971222011839
Isle of Man TT 2004 Review.1945809.Isle of Man TT 2004 Review,304.37551717471905
Isle of Man TT 2004 Review.145212.Isle of Man TT 2004 Review,314.18667069996434
Isle of Man TT 2004 Review.1977959.Isle of Man TT 2004 Review,330.56278983436914
Isle of Man TT 2004 Review.1281187.Isle of Man TT 2004 Review,306.9959676440346
Isle of Man TT 2004 Review.2367275.Isle of Man TT 2004 Review,354.39666714341166
Isle of Man TT 2004 Review.12771.Isle of Man TT 2004 Review,367.9467979949652
Isle of Man TT 2004 Review.2353323.Isle of Man TT 2004 Review,252.9646067059184
Isle of Man TT 2004 Review.918023.Isle of Man TT 2004 Review,344.6137856790895
Isle of Man TT 2004 Review.2129835.Isle of Man TT 2004 Review,119.89400759275361
Isle of Man TT 2004 Review.447223.Isle of Man TT 2004 Review,253.27607158248284
Isle of Man TT 2004 Review.592010.Isle of Man TT 2004 Review,367.0543375065096
Isle of Man TT 2004 Review.431609.Isle of Man TT 2004 Review,281.8154116468361
Isle of Man TT 2004 Review.272772.Isle of Man TT 2004 Review,222.2959905638465
Isle of Man TT 2004 Review.955917.Isle of Man TT 2004 Review,264.33926289911386
Isle of Man TT 2004 Review.1735266.Isle of Man TT 2004 Review,420.2659183141754
Isle of Man TT 2004 Review.928743.Isle of Man TT 2004 Review,313.50150437977493
Isle of Man TT 2004 Review.1624421.Isle of Man TT 2004 Review,320.3687129102411
Isle of Man TT 2004 Review.2321468.Isle of Man TT 2004 Review,350.886753455709
Isle of Man TT 2004 Review.160876.Isle of Man TT 2004 Review,372.4368094534845
Isle of Man TT 2004 Review.240705.Isle of Man TT 2004 Review,402.8469266423393
Isle of Man TT 2004 Review.2642565.Isle of Man TT 2004 Review,242.31792486468805
Isle of Man TT 2004 Review.622194.Isle of Man TT 2004 Review,361.905722515051
Isle of Man TT 2004 Review.273084.Isle of Man TT 2004 Review,390.5086454498042
Isle of Man TT 2004 Review.2600899.Isle of Man TT 2004 Review,295.4359044217695
Isle of Man TT 2004 Review.2050416.Isle of Man TT 2004 Review,355.8317402233961
Isle of Man TT 2004 Review.1267643.Isle of Man TT 2004 Review,177.99748763258282
Isle of Man TT 2004 Review.807586.Isle of Man TT 2004 Review,444.51194465435987
Isle of Man TT 2004 Review.1005101.Isle of Man TT 2004 Review,525.2739433171756
Isle of Man TT 2004 Review.102219.Isle of Man TT 2004 Review,542.6924145446127
Isle of Man TT 2004 Review.265628.Isle of Man TT 2004 Review,402.48963329814495
Isle of Man TT 2004 Review.2323068.Isle of Man TT 2004 Review,277.33109639059484
Isle of Man TT 2004 Review.2098144.Isle of Man TT 2004 Review,258.439188433082
Isle of Man TT 2004 Review.1378276.Isle of Man TT 2004 Review,203.81613117020675
Isle of Man TT 2004 Review.886716.Isle of Man TT 2004 Review,390.4653636518252
Isle of Man TT 2004 Review.316716.Isle of Man TT 2004 Review,458.2757243535388
Isle of Man TT 2004 Review.1573271.Isle of Man TT 2004 Review,459.8015868218665
Isle of Man TT 2004 Review.2240318.Isle of Man TT 2004 Review,411.53028597920763
Isle of Man TT 2004 Review.711595.Isle of Man TT 2004 Review,274.3986880856766
Isle of Man TT 2004 Review.1199825.Isle of Man TT 2004 Review,394.8355620614581
Isle of Man TT 2004 Review.2085613.Isle of Man TT 2004 Review,265.04843545017593
Character
Character.1488844.Character,263.48770781356967
Character.822109.Character,426.72647580585624
Character.885013.Character,340.5913179407513
Character.2059652.Character,400.5288538413443
Character.1666394.Character,299.8406657483154
Character.1759415.Character,399.75109916591964
Character.1025579.Character,203.21677543678157
Character.712664.Character,130.77913598100275
Character.1331154.Character,222.69875584575098
Character.1065039.Character,148.46080134259077
Character.1544320.Character,152.01803058954755
Character.410199.Character,296.02449583869986
Character.1745265.Character,321.7087421704589
Character.1997470.Character,354.7571407033525
Character.2031561.Character,356.37859181478086
Character.1176140.Character,162.99136297271355
Character.2336133.Character,239.24500144753424
Character.951709.Character,114.70873124229234
Character.585247.Character,49.4751576502168
Character.2625420.Character,92.31507771313466
Character.824097.Character,215.55145691886673
Character.2630686.Character,304.0633986191881
Character.644003.Character,177.58513075730525
Character.1329923.Character,249.7910352880118
Character.2472537.Character,210.52062690970118
Character.403531.Character,495.5068265142921
Character.699878.Character,146.28812103560023
Character.1874659.Character,393.09706044611886
Character.862759.Character,350.1237065421329
Character.1166950.Character,97.71623809358329
Character.669077.Character,151.67403767477512
Character.1109700.Character,363.29513639049196
Character.1056998.Character,452.40147793916424
Character.903692.Character,288.8288705027375
Character.140274.Character,336.4800332249123
Character.2171849.Character,302.37325346359415
Character.776067.Character,283.0016349219535
Character.1076258.Character,242.99943775636058
Character.1663216.Character,265.77623901497003
Character.549526.Character,268.55752404980433
Character.243437.Character,369.02829346668824
Character.862622.Character,308.28025434876366
Character.1513144.Character,145.30209945990248
Character.554875.Character,189.75844080464728
Character.2480084.Character,268.60645224542316
Character.1794216.Character,302.8390434453482
Character.2187374.Character,324.6839646193353
Character.2503129.Character,406.5575150687541
Character.263315.Character,245.5030962109543
Character.1734805.Character,377.3641715079093
Character.205706.Character,312.6504498604798
Character.887273.Character,234.5518654819489
Character.1294425.Character,315.8773916004156
Character.693789.Character,305.9715228718206
Character.1508073.Character,205.72208179027834
Character.1371016.Character,253.87527133299392
Character.1296163.Character,335.6717573344993
Character.1075579.Character,244.79436051711988
Character.973356.Character,247.365557753554
Character.1170033.Character,122.1688725370053
Character.2209675.Character,203.4844820244299
Character.326587.Character,277.44880167644214
Character.1512138.Character,365.56118131732785
Character.989704.Character,75.38115161488331
Character.1129423.Character,245.5076226569555
Character.1744889.Character,269.69025817756363
Character.543981.Character,205.11620800446786
Character.2360117.Character,216.21305065095666
Character.829326.Character,266.74450778990337
Character.2433426.Character,341.69007413563133
Character.395100.Character,287.4645724173045
Character.2336678.Character,293.0039588416638
Character.2422606.Character,257.90683450371057
Character.1567328.Character,225.36086822359067
Character.2091010.Character,203.43942967176213
Character.2537219.Character,266.6068588328994
Character.1392773.Character,256.2762196180574
Character.1697479.Character,242.14120065883816
Character.1990901.Character,259.02711605495887
Character.1712147.Character,230.71933204894907
Character.14690.Character,209.8520438047059
Character.2415594.Character,245.50778844490972
Character.2173336.Character,305.59761879006766
Character.2473170.Character,349.9121172336407
Character.900816.Character,222.67122436405268
Character.1331887.Character,159.09817503438148
Character.566690.Character,410.4233881098572
Character.1623132.Character,332.23544620657003
Character.889439.Character,238.73780383341943
Character.1228922.Character,328.8721539777725
Character.122601.Character,317.2088017781735
Character.1623180.Character,422.0746228182507
Character.282486.Character,184.14859250438255
Character.1987434.Character,398.65277183152796
Character.1788036.Character,376.2919752440572
Character.259985.Character,91.6423477525019
Character.756049.Character,200.67001475993013
Character.1443524.Character,285.0168620660431
Character.1319997.Character,397.1859125117552
Character.1483986.Character,375.2744767440872
Character.1992227.Character,89.27924443817848
Character.41412.Character,277.74269918606
Character.1033971.Character,452.30945216029176
Character.724592.Character,450.78471696484456
Character.844736.Character,223.08527679017888
Character.2429465.Character,65.83945817541593
Character.1420990.Character,104.70787856507178
Character.273292.Character,203.96703786392445
Character.2387785.Character,268.0239300943511
Character.950515.Character,265.7083614693486
Character.2503691.Character,209.83777274917205
Character.1329182.Character,187.15425637311475
Character.62996.Character,116.77542455571657
Character.1181550.Character,245.52421008970398
Character.1436762.Character,355.0587485809876
Character.1608985.Character,261.0731754366996
Character.2298339.Character,247.49201529802667
Character.305151.Character,291.5753981011842
Character.497196.Character,296.8777932585243
Character.2327803.Character,133.24167474042298
Character.716091.Character,184.4969138120644
Character.1468812.Character,396.6651643823195
Character.1174530.Character,606.3141980992925
Character.306466.Character,326.26679306441036
Character.449288.Character,168.221892808715
Character.1527030.Character,200.58641080239786
Character.2439005.Character,265.68028730932645
Character.132390.Character,238.52127127458385
Character.1732628.Character,366.3402632780358
Character.1053359.Character,286.557893579023
Character.1657359.Character,297.0288372042556
Character.247794.Character,300.3125043573398
Character.2039337.Character,194.35164764782678
Character.2285616.Character,244.815678072859
Character.428170.Character,208.03237385691097
Character.358544.Character,310.9095831295609
Character.1402412.Character,258.00887571934
Character.899232.Character,283.47370586106285
Character.1907667.Character,381.2747741720497
Character.764750.Character,525.4546725271838
Character.758691.Character,190.51927238721197
Character.1306185.Character,347.941749899377
Character.2414930.Character,115.97072075959093
Character.160650.Character,231.94761295738982
Character.2423875.Character,138.8748813449429
Character.1481271.Character,265.52795735438355
Character.2482233.Character,291.04357185586076
Character.2618229.Character,374.5670649808895
Character.2467008.Character,216.89785187416499
Character.1401310.Character,439.82320694526294
Character.1279874.Character,378.4035223188373
Character.1513370.Character,357.6532355033655
Character.2517152.Character,224.10803532008487
Character.2312349.Character,213.3516318953611
Character.1224344.Character,92.51116214946772
Character.1234158.Character,182.5445663680918
Character.635363.Character,401.4058085069269
Character.950827.Character,239.04501971934792
Character.834184.Character,242.71649688400788
Character.1079762.Character,266.3976760676475
Character.656399.Character,244.52764982693927
Character.2241806.Character,254.0687733122542
Character.1058950.Character,241.0835891436411
Character.166830.Character,89.81006750954859
Character.68845.Character,85.77280828346267
Character.408459.Character,448.11653830722184
Character.1869632.Character,198.49709327322407
Character.2309150.Character,206.62803150657402
Character.1261894.Character,188.82155191314385
Character.546578.Character,173.3468863576414
Character.2028934.Character,234.4403601752098
Character.310856.Character,185.02167186221695
Character.2571254.Character,375.45363782224695
Character.2431286.Character,261.58154446659427
Character.1081716.Character,338.81896515957555
Character.1688444.Character,298.22789019401114
Character.973736.Character,231.90782289279431
Character.1602923.Character,74.17450750415941
Character.846887.Character,66.21469087034113
Character.780936.Character,234.47271512385353
Character.745867.Character,324.13948053242876
Character.2003092.Character,409.41040413634386
Character.907840.Character,536.9618511014705
Character.2519847.Character,150.9060614819489
Character.23244.Character,346.1305065582418
Character.640910.Character,333.29449106584406
Character.853261.Character,290.8169381680336
Character.1910881.Character,206.85520789319332
Character.1127292.Character,283.6700043504485
Character.327122.Character,281.74514297991453
Character.2557615.Character,240.87682844670937
Character.1120091.Character,259.6760736755989
Character.1093275.Character,261.49075471580085
Character.69867.Character,96.77694915085468
Character.1943087.Character,226.16491166757277
Character.1265764.Character,95.35419614268528
Character.2164355.Character,269.32602979371813
Character.1945809.Character,266.8887681253824
Character.145212.Character,264.6412388873229
Character.1977959.Character,291.5431741075112
Character.1281187.Character,245.81922084783346
Character.2367275.Character,302.65473342408774
Character.12771.Character,308.9066181219599
Character.2353323.Character,203.45362025307026
Character.918023.Character,280.26597748019395
Character.2129835.Character,99.09906226496112
Character.447223.Character,230.47228001515427
Character.592010.Character,314.9376449454044
Character.431609.Character,207.02025397510477
Character.272772.Character,162.49961114554736
Character.955917.Character,189.76417652808902
Character.1735266.Character,355.36344959281394
Character.928743.Character,253.8251770890854
Character.1624421.Character,270.9764301531856
Character.2321468.Character,277.3685430444807
Character.160876.Character,307.36358885420685
Character.240705.Character,358.8960878732232
Character.2642565.Character,218.22355096692817
Character.622194.Character,290.30653492099844
Character.273084.Character,321.9485260831858
Character.2600899.Character,244.28722274141455
Character.2050416.Character,309.0687666198216
Character.1267643.Character,157.84771246085901
Character.807586.Character,375.0612593428373
Character.1005101.Character,457.38813304683265
Character.102219.Character,468.5900261171151
Character.265628.Character,337.9287130427013
Character.2323068.Character,225.7867111549722
Character.2098144.Character,204.48967399926929
Character.1378276.Character,173.7036813122148
Character.886716.Character,320.4718549913573
Character.316716.Character,376.7956618246798
Character.1573271.Character,378.46069049733916
Character.2240318.Character,337.9980709264933
