user_id,movie,rating
1109700,WWE: Royal Rumble 2005,4
1697479,ECW: Cyberslam '99,4
2321468,ECW: Cyberslam '99,5
160876,ECW: Cyberslam '99,5
1745265,They Came Back,5
240705,They Came Back,5
2642565,They Came Back,3
622194,G3: Live in Concert,4
273084,G3: Live in Concert,4
2600899,G3: Live in Concert,3
2050416,Dona Herlinda and Her Son,4
1267643,Dona Herlinda and Her Son,2
807586,Dona Herlinda and Her Son,5
844736,Inside the Space Station,1
1005101,Inside the Space Station,4
102219,Inside the Space Station,4
265628,Mostly Martha,4
2323068,Mostly Martha,3
2098144,Mostly Martha,3
1402412,The Battle of Algiers: Bonus Material,3
1378276,The Battle of Algiers: Bonus Material,2
886716,The Battle of Algiers: Bonus Material,4
899232,A Fishy Story,2
316716,A Fishy Story,4
1573271,A Fishy Story,4
2240318,Sam the Iron Bridge,3
2625420,Sam the Iron Bridge,1
711595,Sam the Iron Bridge,2
2625420,Complete Shamanic Princess,1
1199825,Complete Shamanic Princess,3
2085613,Complete Shamanic Princess,2
2540201,Notre Musique,3
497196,Notre Musique,3
2625420,Notre Musique,2
899232,Sanford and Son: Season 6,3
573364,Sanford and Son: Season 6,4
1661657,Sanford and Son: Season 6,2
511700,The Great Race,4
18487,The Great Race,4
2530840,The Great Race,1
1945809,Obsessed,3
1109700,Obsessed,2
705162,Obsessed,3
2495143,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,3
1183304,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,3
1814173,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,5
1945809,Magnolia: Bonus Material,5
2309436,Magnolia: Bonus Material,5
669192,Magnolia: Bonus Material,4
306466,Spartan,2
1109700,Spartan,5
1457332,Spartan,2
364518,No Way Back,3
1907667,No Way Back,4
306466,No Way Back,2
1114348,Scandal,1
41412,Scandal,2
861088,Scandal,3
771345,Duplex (Widescreen),5
1700625,Duplex (Widescreen),5
1395430,Duplex (Widescreen),3
2473170,The Eye of Vichy,5
765331,The Eye of Vichy,3
2336678,The Eye of Vichy,1
1674828,Bruce Lee: A Warrior's Journey,1
622194,Bruce Lee: A Warrior's Journey,3
1731764,Bruce Lee: A Warrior's Journey,4
712664,Dominion Tank Police Part 1 & 2,4
132390,Dominion Tank Police Part 1 & 2,3
2581970,Dominion Tank Police Part 1 & 2,5
1583391,Lord Peter Wimsey: Murder Must Advertise,4
530441,Lord Peter Wimsey: Murder Must Advertise,5
885013,Lord Peter Wimsey: Murder Must Advertise,4
1571207,Bear Cub,5
1624421,Bear Cub,4
146200,Bear Cub,2
314837,Silk Stockings,4
56069,Silk Stockings,3
2600190,Silk Stockings,1
577397,Rambo: First Blood Part II,4
1663216,Rambo: First Blood Part II,2
2031561,Rambo: First Blood Part II,2
2256305,Travel the World by Train: Africa,4
1697479,Travel the World by Train: Africa,4
175214,Travel the World by Train: Africa,4
2196868,Plain Dirty,2
76196,Plain Dirty,4
1186492,Plain Dirty,3
2189855,Beyonce: Live at Wembley,1
2163521,Beyonce: Live at Wembley,2
669453,Beyonce: Live at Wembley,2
1644806,Cube 2: Hypercube,5
160948,Cube 2: Hypercube,5
1537703,Cube 2: Hypercube,3
771345,Chain of Fools,3
306466,Chain of Fools,1
2111422,Chain of Fools,2
851740,Cold Blooded,4
1462949,Cold Blooded,3
888051,Cold Blooded,3
68845,Nighthawks,3
349975,Nighthawks,3
1619594,Nighthawks,3
1907667,Vampire Effect (aka Twins Effect),3
1174530,Vampire Effect (aka Twins Effect),3
1850680,Vampire Effect (aka Twins Effect),1
1276913,Fatal Beauty,4
2581970,Fatal Beauty,4
310002,Fatal Beauty,1
53679,Mr: Vampire,3
1945809,Mr: Vampire,1
1987434,Mr: Vampire,2
247794,Darkwolf,3
68845,Darkwolf,3
76196,Darkwolf,1
1127380,Drowning on Dry Land,3
249052,Drowning on Dry Land,5
68845,Drowning on Dry Land,2
699878,Arachnid,3
2175841,Arachnid,2
1977959,Arachnid,3
1170033,Lucio Fulci: The Beyond,1
846887,Lucio Fulci: The Beyond,4
146200,Lucio Fulci: The Beyond,5
2581970,Viva La Bam: Season 1,3
1907667,Viva La Bam: Season 1,4
146200,Viva La Bam: Season 1,1
1987434,Spirit Lost,4
2395754,Spirit Lost,1
2309436,Spirit Lost,2
1476315,GTO: Great Teacher Onizuka: Set 2,3
2642434,GTO: Great Teacher Onizuka: Set 2,1
1435515,GTO: Great Teacher Onizuka: Set 2,5
229944,Cat and the Canary,5
2367402,Cat and the Canary,5
2032427,Cat and the Canary,5
1998117,Naked Lies,4
1737616,Naked Lies,5
1563881,Naked Lies,3
1516375,Star Trek: Voyager: Season 1,3
1650301,Star Trek: Voyager: Season 1,1
2472537,Star Trek: Voyager: Season 1,3
1907667,Allergies: A Natural Approach,4
306466,Allergies: A Natural Approach,4
2106652,Allergies: A Natural Approach,4
1253685,Lost in the Wild,1
1650184,Lost in the Wild,1
162348,Lost in the Wild,3
263315,Goddess of Mercy,2
764281,Goddess of Mercy,2
1712923,Goddess of Mercy,3
497196,The Tricky Master,3
2625420,The Tricky Master,2
2135826,The Tricky Master,3
497196,The Game,2
192061,The Game,2
76196,The Game,1
2423875,Deepak Chopra: The Way of the Wizard & Alchemy,4
1734805,Deepak Chopra: The Way of the Wizard & Alchemy,5
716091,Deepak Chopra: The Way of the Wizard & Alchemy,3
2206364,Get Out Your Handkerchiefs,5
315356,Get Out Your Handkerchiefs,3
46036,Get Out Your Handkerchiefs,3
1273774,Cannibal Women in the Avocado Jungle of Death,5
1684365,Cannibal Women in the Avocado Jungle of Death,2
2609870,Cannibal Women in the Avocado Jungle of Death,1
1275006,Where Sleeping Dogs Lie,3
657006,Where Sleeping Dogs Lie,2
1219824,Where Sleeping Dogs Lie,2
1074029,Sweet November,4
1086736,Sweet November,2
1977959,Sweet November,3
2503129,The Edward R: Murrow Collection,4
1907667,The Edward R: Murrow Collection,3
1500738,The Edward R: Murrow Collection,3
1850680,Firetrap,1
790505,Firetrap,3
300074,Firetrap,1
1223836,Sleepover Nightmare,3
1922825,Sleepover Nightmare,4
1294425,Sleepover Nightmare,2
249052,A Little Princess,5
764281,A Little Princess,1
2173302,A Little Princess,2
1490015,MTV Yoga,4
1822148,MTV Yoga,3
2017464,MTV Yoga,3
1402412,Demon Warrior Koji,3
1505897,Demon Warrior Koji,2
259985,Demon Warrior Koji,1
1650301,The Strongest Man in the World,2
1458847,The Strongest Man in the World,4
1222878,The Strongest Man in the World,4
1359983,Husbands and Wives,3
1948839,Husbands and Wives,3
2581970,Husbands and Wives,3
1527030,Laird: White Knuckle Extreme,4
1966165,Laird: White Knuckle Extreme,3
1794216,Laird: White Knuckle Extreme,2
2098867,A Killer Within,4
1205593,A Killer Within,4
163546,A Killer Within,3
263315,Gentlemen of Fortune,3
1907667,Gentlemen of Fortune,3
1140579,Gentlemen of Fortune,3
154049,Gormenghast,3
2294108,Gormenghast,5
1984086,Gormenghast,2
160977,Ninotchka,4
1648765,Ninotchka,4
2502462,Ninotchka,3
1850680,John Cleese on How to Irritate People,1
779760,John Cleese on How to Irritate People,2
1109700,John Cleese on How to Irritate People,5
1850680,MTV: Making the Band 2: Best of Season 1,1
574843,MTV: Making the Band 2: Best of Season 1,3
79519,MTV: Making the Band 2: Best of Season 1,2
1575876,One Last Dance,1
437597,One Last Dance,1
2343417,One Last Dance,4
504195,Richard Pryor: Live on the Sunset Strip,4
2615678,Richard Pryor: Live on the Sunset Strip,3
263315,Richard Pryor: Live on the Sunset Strip,3
2503129,Fame,3
2241806,Fame,5
1945809,Fame,1
1907667,The Chorus,4
1468812,The Chorus,4
998229,The Chorus,4
2050573,Smokey and the Bandit Part 3,5
1017542,Smokey and the Bandit Part 3,4
1917746,Smokey and the Bandit Part 3,5
1174530,Cartoon Network Halloween: 9 Creepy Cartoon Capers,2
557167,Cartoon Network Halloween: 9 Creepy Cartoon Capers,5
2241806,Cartoon Network Halloween: 9 Creepy Cartoon Capers,3
2024848,Tomorrow,4
1850680,Tomorrow,1
1481710,Tomorrow,5
1463145,Funny Face,3
1650301,Funny Face,2
2162424,Funny Face,4
613501,Jack,3
577397,Jack,5
2543544,Jack,2
788343,The Devil's Brigade,4
2309150,The Devil's Brigade,3
2025812,The Devil's Brigade,3
765331,Adam-12: Season 1,3
1945809,Adam-12: Season 1,2
2422606,Adam-12: Season 1,3
1850680,Reservoir Dogs,1
2609870,Reservoir Dogs,1
847327,Reservoir Dogs,5
1943087,The History Channel Presents: Troy: Unearthing the Legend,5
2423875,The History Channel Presents: Troy: Unearthing the Legend,3
1734805,The History Channel Presents: Troy: Unearthing the Legend,5
2568270,Pressure,4
2625420,Pressure,2
2004175,Pressure,3
1260731,Regular Guys,3
2127722,Regular Guys,2
1650301,Regular Guys,2
1443524,Bollywood Bound,5
844736,Bollywood Bound,4
2637836,Bollywood Bound,4
2380125,Scratch,3
1315483,Scratch,3
2220672,Scratch,1
1191521,The Last Shot,5
2445646,The Last Shot,4
496735,The Last Shot,2
1389950,Moby: Play,2
765331,Moby: Play,1
951688,Moby: Play,4
1373140,IFilm: Deranged,4
192061,IFilm: Deranged,3
2609870,IFilm: Deranged,1
868186,Billy Blanks: Tae Bo: Cardio Circuit 1,2
1653075,Billy Blanks: Tae Bo: Cardio Circuit 1,3
2367508,Billy Blanks: Tae Bo: Cardio Circuit 1,3
2525823,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,2
823613,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,5
1456155,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,4
2422606,Panic in the Streets,3
1276913,Panic in the Streets,5
1206156,Panic in the Streets,4
765331,Death to Smoochy,3
1907667,Death to Smoochy,4
146851,Death to Smoochy,4
1990901,Dead Birds,4
789787,Dead Birds,3
140292,Dead Birds,4
1907667,Airplane II: The Sequel,3
2425958,Airplane II: The Sequel,4
2411455,Airplane II: The Sequel,4
1943087,Blood and Sand,5
306466,Blood and Sand,4
1966165,Blood and Sand,5
917118,X2: X-Men United,1
853958,X2: X-Men United,4
2105661,X2: X-Men United,3
1026389,The SoulTaker,5
364518,The SoulTaker,3
716091,The SoulTaker,4
41412,Marilyn Manson: Fear of a Satanic Planet,2
530441,Marilyn Manson: Fear of a Satanic Planet,5
1651307,Marilyn Manson: Fear of a Satanic Planet,5
1657359,Arliss: The Best of Arliss,5
240705,Arliss: The Best of Arliss,5
1504908,Arliss: The Best of Arliss,3
1172232,Chasing Freedom,1
323063,Chasing Freedom,4
471426,Chasing Freedom,2
1850680,Peter Tosh: Stepping Razor: Red X,1
1488844,Peter Tosh: Stepping Razor: Red X,4
2609870,Peter Tosh: Stepping Razor: Red X,1
975315,Taking Lives,4
1208081,Taking Lives,3
818736,Taking Lives,3
445672,Gupt,4
496476,Gupt,5
691772,Gupt,4
751812,The Deer Hunter,2
76196,The Deer Hunter,1
2625420,The Deer Hunter,2
1609049,The Fall of the Roman Empire,4
1342774,The Fall of the Roman Empire,5
364518,The Fall of the Roman Empire,4
1109700,Home Movie,2
891353,Home Movie,4
2515496,Home Movie,3
1205593,Ruby's Bucket of Blood,2
1520458,Ruby's Bucket of Blood,4
1219191,Ruby's Bucket of Blood,3
2343417,Sports Illustrated Swimsuit Edition: 1997,3
2551641,Sports Illustrated Swimsuit Edition: 1997,3
2469324,Sports Illustrated Swimsuit Edition: 1997,4
2433426,Venus Boyz,1
2256674,Venus Boyz,5
2012897,Venus Boyz,5
1559832,Troy: Bonus Material,3
193052,Troy: Bonus Material,3
2250613,Troy: Bonus Material,2
2054666,Unconstitutional: The War on Our Civil Liberties,4
231140,Unconstitutional: The War on Our Civil Liberties,4
1028316,Unconstitutional: The War on Our Civil Liberties,5
56069,Denise Austin: Ultimate Fat Burner,5
146851,Denise Austin: Ultimate Fat Burner,4
656399,Denise Austin: Ultimate Fat Burner,4
1330766,The Three Stooges: Sing a Song of Six Pants,4
347081,The Three Stooges: Sing a Song of Six Pants,3
684076,The Three Stooges: Sing a Song of Six Pants,3
1432761,Star Trek: Deep Space Nine: Season 5,5
712664,Star Trek: Deep Space Nine: Season 5,3
306466,Star Trek: Deep Space Nine: Season 5,4
1907667,Onmyoji,4
1778432,Onmyoji,3
2105852,Onmyoji,5
1700625,The Agronomist,4
573364,The Agronomist,4
1033971,The Agronomist,3
2390429,Querelle,3
2467008,Querelle,3
1739854,Querelle,4
273292,Dinner Rush,4
1459553,Dinner Rush,2
1323065,Dinner Rush,2
364518,Read-Along: Beauty and the Beast,3
765331,Read-Along: Beauty and the Beast,2
1476213,Read-Along: Beauty and the Beast,3
1481710,That '70s Show: Season 1,5
2625420,That '70s Show: Season 1,2
750379,That '70s Show: Season 1,3
889439,Impostor,4
1395430,Impostor,3
1770762,Impostor,3
712664,Cherry 2000,3
771345,Cherry 2000,3
306466,Cherry 2000,1
175214,Triumph: Live at the US Festival,2
264160,Triumph: Live at the US Festival,3
1319946,Triumph: Live at the US Festival,3
1146418,Neon Bible,5
523965,Neon Bible,3
1513144,Neon Bible,4
1393236,Winston Churchill: The Wilderness Years,5
1977959,Winston Churchill: The Wilderness Years,2
759832,Winston Churchill: The Wilderness Years,1
1850680,Voyage to the Planets and Beyond,1
2625420,Voyage to the Planets and Beyond,2
2584295,Voyage to the Planets and Beyond,3
56069,Yellow,5
1912665,Yellow,2
2090131,Yellow,3
497196,Chappelle's Show: Season 1,3
1854303,Chappelle's Show: Season 1,5
2618381,Chappelle's Show: Season 1,3
1380819,Midsomer Murders: Blood Will Out,5
659794,Midsomer Murders: Blood Will Out,5
2422606,Midsomer Murders: Blood Will Out,5
1907667,The Cookout,3
1571207,The Cookout,3
146200,The Cookout,5
2298528,Henry: Portrait of a Serial Killer 2,2
1312269,Henry: Portrait of a Serial Killer 2,1
2472268,Henry: Portrait of a Serial Killer 2,3
1907667,The Carol Burnett Show: Show Stoppers,3
1981733,The Carol Burnett Show: Show Stoppers,1
267534,The Carol Burnett Show: Show Stoppers,2
577397,Butch and Sundance: The Early Days,5
2433426,Butch and Sundance: The Early Days,3
1164467,Butch and Sundance: The Early Days,3
1144568,Peter Gabriel: Growing Up Live,3
1218030,Peter Gabriel: Growing Up Live,3
564451,Peter Gabriel: Growing Up Live,5
483047,Unsolved Mysteries: Psychics,5
1657481,Unsolved Mysteries: Psychics,5
1648765,Unsolved Mysteries: Psychics,4
1850680,Marooned in Iraq,1
813396,Marooned in Iraq,3
300074,Marooned in Iraq,1
1277134,Gross Anatomy,4
44937,Gross Anatomy,4
139297,Gross Anatomy,3
306466,Chato's Land,1
1966165,Chato's Land,4
1945809,Chato's Land,1
1056998,Animation Legend: Winsor McCay,3
247794,Animation Legend: Winsor McCay,3
2211972,Animation Legend: Winsor McCay,4
2625420,Unhook the Stars,2
1944180,Unhook the Stars,4
1335063,Unhook the Stars,4
1575876,Cartoon Crazys Sci-Fi,4
1862608,Cartoon Crazys Sci-Fi,1
1447354,Cartoon Crazys Sci-Fi,4
1945809,Broken Blossoms,2
1507459,Broken Blossoms,2
1221111,Broken Blossoms,3
2543544,Led Zeppelin: The Song Remains the Same,3
779760,Led Zeppelin: The Song Remains the Same,3
1109700,Led Zeppelin: The Song Remains the Same,3
306466,Winnie the Pooh: Springtime with Roo,4
1380819,Winnie the Pooh: Springtime with Roo,5
1945809,Winnie the Pooh: Springtime with Roo,2
589931,Woman of the Year,5
488477,Woman of the Year,4
501780,Woman of the Year,4
1109700,North by Northwest,5
2036099,North by Northwest,5
1753259,North by Northwest,4
1017542,Neon Genesis Evangelion: The End of Evangelion,4
1400980,Neon Genesis Evangelion: The End of Evangelion,4
716091,Neon Genesis Evangelion: The End of Evangelion,5
1869884,Pressure Point,4
1583391,Pressure Point,3
769527,Pressure Point,4
1515871,Stellvia,4
1951144,Stellvia,3
1977959,Stellvia,3
1519388,Road Dogz,5
2625420,Road Dogz,2
1307956,Road Dogz,2
1997470,The Boston Strangler,1
2536334,The Boston Strangler,2
1754989,The Boston Strangler,4
1907667,Oleanna,3
1961542,Oleanna,4
1513144,Oleanna,3
1754009,Michael Moore's The Awful Truth: Season 2,1
689707,Michael Moore's The Awful Truth: Season 2,1
1109948,Michael Moore's The Awful Truth: Season 2,3
1527030,The Hunters,4
1380819,The Hunters,5
2163122,The Hunters,4
574843,Cast a Giant Shadow,4
881409,Cast a Giant Shadow,4
2625420,Cast a Giant Shadow,2
621097,Midsomer Murders: Strangler's Wood,4
1514992,Midsomer Murders: Strangler's Wood,3
2242037,Midsomer Murders: Strangler's Wood,2
1571207,Stuart Little 2,4
2433426,Stuart Little 2,4
1266420,Stuart Little 2,4
1402412,A Night at the Opera,3
1945809,A Night at the Opera,2
1116838,A Night at the Opera,5
1945809,Westender,4
1242432,Westender,4
1142019,Westender,3
2331781,The Hunchback of Notre Dame II,1
2348376,The Hunchback of Notre Dame II,1
1232643,The Hunchback of Notre Dame II,3
1945809,Ghost Dog: The Way of the Samurai,1
1468812,Ghost Dog: The Way of the Samurai,3
1281187,Ghost Dog: The Way of the Samurai,3
364518,Charlotte's Web,3
1392773,Charlotte's Web,4
716091,Charlotte's Web,5
364518,Mann,3
231140,Mann,3
1987434,Mann,4
2625420,Animal,2
1508073,Animal,2
751812,Animal,2
1302772,Marat / Sade,3
617814,Marat / Sade,3
401290,Marat / Sade,3
1850680,The Big Clock,1
115498,The Big Clock,1
76196,The Big Clock,1
1907667,Herbie Rides Again,4
1109700,Herbie Rides Again,5
780597,Herbie Rides Again,4
1116838,Dragon Ball: Tournament Saga,5
2024848,Dragon Ball: Tournament Saga,5
1174530,Dragon Ball: Tournament Saga,3
1330445,Angelina Ballerina: Lights,5
1759328,Angelina Ballerina: Lights,5
1519388,Angelina Ballerina: Lights,5
461110,The Jeff Corwin Experience: Costa Rica and the Amazon,1
578452,The Jeff Corwin Experience: Costa Rica and the Amazon,3
2625420,The Jeff Corwin Experience: Costa Rica and the Amazon,2
1625996,Saudade Do Futuro,4
2160718,Saudade Do Futuro,3
54596,Saudade Do Futuro,4
2637836,Touched by an Angel: Season 1,4
1850586,Touched by an Angel: Season 1,3
1759189,Touched by an Angel: Season 1,2
2241806,The Final Countdown,5
1294425,The Final Countdown,4
1228922,The Final Countdown,5
1212306,Parenthood,4
175214,Parenthood,3
2059652,Parenthood,4
716091,Sex and the City: Season 4,3
1990901,Sex and the City: Season 4,4
69867,Sex and the City: Season 4,3
2203206,Saludos Amigos,3
1989851,Saludos Amigos,5
1087781,Saludos Amigos,5
1644750,Female Yakuza Tale,3
888595,Female Yakuza Tale,4
622194,Female Yakuza Tale,5
247794,Taxi,3
652121,Taxi,4
2050415,Taxi,4
1615776,Crazy as Hell,2
1561326,Crazy as Hell,4
254711,Crazy as Hell,5
2122996,Evelyn,4
601427,Evelyn,3
293901,Evelyn,3
1527030,Cold Harvest,3
765331,Cold Harvest,3
1281187,Cold Harvest,3
1660799,Enigma: MCMXC A:D,1
179489,Enigma: MCMXC A:D,2
1830096,Enigma: MCMXC A:D,3
1608985,100 Days Before the Command,4
